,Name,Country,State,Region,Constituent counties / (boroughs),Historic colonies,Settled,Consolidated,Named for, • Type, • Body, • Mayor, • Total, • Land, • Water, • Metro,Elevation[3], • Estimate (2018)[7], • Rank, • Density, • MSA (2018), • CSA (2018),Demonym(s),Time zone, • Summer (DST),ZIP Codes,Area code(s),FIPS code,GNIS feature ID,Major airports,Commuter rail,Rapid transit,"GDP (City, 2015)","GMP (Metro, 2017)",Largest borough by area,Largest borough by population,Largest borough by GDP (2015),Website,County,CSA,MSA,Pueblo,City status,Incorporated, • City Attorney, • City Controller,Elevation[8],Highest elevation[9],Lowest elevation[9], • Estimate (2017)[11], • Urban[12], • Metro[13], • CSA[14],Area codes,GNIS feature IDs,Counties,Incorporated (town),Incorporated (city),Founded by, • City Clerk, • City Treasurer, • City, • Urban,Elevation[2] (mean),Highest elevation– near Blue Island,Lowest elevation– at Lake Michigan, • Estimate (2018), • CSA,ZIP Code Prefixes,Major Airports,Commuter Rail,Elevation, • Demonym,Interstates,U.S. routes, • State Capital,Elevation[2], • Estimate (2017)[4],ZIP codes,GNIS ID(s),Major airport,Secondary Airports,U.S. Highways,State Routes,Historic countries,Historic colony,Founded, • Consolidated city-county, • Estimate (2017)[8],ZIP code,U.S. Routes,Foundation, • City Manager, • City Council,Zip Codes,Primary Airport,Established, • City Council[5], • State Assembly Members, • State Senators,Elevation[7],Highest elevation[8],Lowest elevation, • Estimate (2017)[10],ZIP Codes[11], • Estimate (2017)[2],Primary airport,Secondary airport,Metro,Pueblo founded,Founded as, • Assemblymembers[4],Elevation[6],Lowest elevation[7],Rapid Transit, • City manager, • State capital city, • Estimate (2017[2]),Consolidated[2],Elevation[1], • Estimate (2017)[6],Demonyms,Airport,Waterways,Passenger Rail, • Estimate (2018)[13],Mission, • Supervisors[6], • Assembly members[7][8], • State senator, • United States Representatives[9][10], • City and county,Elevation[12],Highest elevation[13],Lowest elevation[13],ZIP Codes[15],GDP,City-county consolidation, • State capital and Consolidated city-county, • Estimate (2017)[7], • Deputy mayors,Highest elevation, • Estimate (2018)[4],Area code,City and County, • State capital and consolidated city-county,Elevation[12][13], • Estimate (2018)[15],Residence Act,Organized,Home Rule Act, • D.C. Council, • U.S. House, • Federal capital city and federal district,Settled (town), • Council, • Estimate (2018)[3],Metropolitan area,First settlement,Settled as Franklin,Renamed El Paso,Town Laid out,Population (2010)[3],Secondary Airport,ZIP code(s), • Vice Mayor, • Consolidated, • Balance,Other main roadways,Public transit,Regional rail,Bioregion, • Commissioners, • Auditor,Highest elevation[4],Lowest elevation[5] (Columbia River),Interstate Spurs,Major State Routes, • Estimate (2018)[5], • Estimate (2017)[5],Interstate Highways,Other major highways, • Metro Council, • GMP,ZIP code prefixes,USDA hardiness zones,Airports,City,Independent city, • Houses of Delegates, • State Senate, • Independent city,Elevation[5], • Estimate (2017)[3], • State House, • Ethnicities[3],Railway station, • City council[4], • Metro[9],ZIP Codes[10],Chartered, • City Council[4], • Urban[8], • CSA[10],Light Rail,Terminus,Marthasville,City of Atlanta, • State capital and city, • Urban density, • Metro density,County[4], • Home rule municipality, • Estimate (2016)[8],ZIP codes[9],Highways, • Metropolitan city, • MSA, • City council[8], • City auditor, • City prosecutor,Elevation[10], • Estimate (2017)[12], • CSA[13],ZIP Codes[14],Incorporated (as town),Incorporated (as city), • Estimate (2018)[2], • Assemblymembers, • U. S. rep., • Estimate (2017)[14], • Council President,Public transportation, • Estimate (2016)[2],Incorporated (Village),Incorporated (Town),Incorporated (City), • Legislative,Public Transit,Parish, • Consolidated city-parish, • Estimate (2017), • City and county seat,GNIS ID, ,Re-incorporated, • Finance director, • City clerk, • Urban[11], • Metro[12],Platted, • Home Rule Municipality, • United States representatives[6], • State senators[7], • Assemblymembers[8],ZIP codes[13], • Estimate (2016)[7],ZIP codes[8], • City council[5], • Estimate (2017)[9], • City council, • Assemblymember,Elevation[16], • Estimate (2017)[18]," • President, Board of Aldermen", • Comptroller,Highest elevation[6],Historic empires,Municipal incorporation,ZIP Code,Expressways,Transit,Rail, • Estimate (2016)[3],Borough, • Alaska Senate, • Alaska House, • Consolidated city-borough, • Estimate (2018)[6],Geocode,Renamed, • U.S. Congress, • Estimate (2018)[6][α], • Urban[β], • CSA density,Unincorporated,Re-Incorporated, • City Council[2],Elevation[4], • Mayor Pro Tempore, • City council members[6], • Estimate (2018)[9],ZIP codes[10],Sphere of influence,Reincorporated, • Administrator, • Municipal clerk,Area rank,Elevation[9], • Density rank, • Estimate (2015)[3], • Deputy City Managers, • City Council Members,Townships,Founding, • Deputy Mayor, • Business Administrator,Elevation[18], • Estimate (2017)[22],Re-Incorporated as City,Settled as, • Police chief,Municipality,First settled (village), • Estimate (2017)[1], • Town, • Estimate (2016)[4], • Estimate (2016)[6],Incorporation, • Councilmembers, • United States representatives, • Estimate (2016)[12],Interstate(s),U.S. Route(s), • Mayor-President, • Consolidated city-parish[n 1][1], • Total[n 2],Population (2010)[4], • Estimate (July 2017)[5],Official tree, • Senate, • House, • Treasurer, • City attorney,GNIS IDs[7][11],FIPS code[7][11], • City Council[7], • Mayor Pro-Tem, • City council[3],ZIP Codes[8], • City treasurer,Incorporated as a village,Incorporated as a city, • City council[2], • City council[9],Elevation[11], • Estimate (2017)[13],ZIP codes[14], • Urban (2010), • Councilmember Place 1, • Councilmember Place 2, • Councilmember Place 3, • Councilmember Place 4, • Estimate (2018)[1],Major State Highways,Incorporated (village),"[[Federal Infor
mation Processing Standards|FIPS code]]",Demonym,Logo,Wikimedia Commons,Township,Established (Twickenham), • CSRA, • Change 2011–2014, • Estimate (2016)[5], • Estimate (2013)[2],Elevation(lowest)[4],Seaports,Parishes," • Estimate (April 1, 2019)[1]", • Estimate (2016)[10],Zip code,FIPS code[11],GNIS feature ID[12],Incorporated as a town,"FIPS code
0", • Estimate (2018)[5][α], • Estimate (2019)[4], • City council[6],City flower, • Estimate (2016[3]),Zip codes,District, • Chief Of Police, • Fire Chief,ZIP Codes[7],Unofficially incorporated (village),Commissioned, • Mayor pro tem,ZIP Codes[6],Incorporated (Independent city), • Virginia Senate, • Delegate, • U.S. Senate,Flower,County Routes,Founded:,Incorporated:, • Metro[7], • Estimate (2018)[10], • Metro[11], • Vice mayor, • Consolidated city–county,ZIP Code(s),U.S. state,Major highways, • Texas State Representative, • Texas State Senator, • U.S. Representative, • City Mayor, • Common Council, • City Council[1],ZIP codes[15], • Vice-Mayor, • City Council[3], • City and County seat,Counties[1],ZIP codes[6], • State Senator, • U.S. Rep., • MSA (2015), • Commission, • Estimate (2018)[8], • Chief of Police, • Acting Mayor and Vice Mayor,Approved,Chartered (town),Chartered (city), • Estimate (2016), • CSA (2015), • Estimate (2016)[1],Metropolitan Statistical Area, • State Assembly, • CA Assembly, • U. S. Rep., • City-Parish President, • City Total, • MSA (2017), • CSA (2017),County seat,Sister cities,Named, • State capital of Connecticut,Population (2010),Major Highways, • Estimate (2016)[9], • City Administrator, • Council members .mw-parser-output .nobold{font-weight:normal}by district number[3], • U.S. rep.,ZIP codes[11], • City Solicitor, • Estimate (2014)[1],Counties[2], • Estimate (2019),Regions,City Charter,Major State Roads, • Council Chair,Incorporated Town,Zip code(s),Incorporated(as Derryfield),Incorporated(as Manchester), • Aldermen, • Mayor Pro Tem,Settled (Pompano Settlement),Incorporated (Town of Pompano),Incorporated (City of Pompano Beach),County[3], • Median household income, • Median home value,A city,Settled (Lake Worth Country Settlement),Incorporated (Town of West Palm Beach),Incorporated (City of West Palm Beach),"Incorporated, Town","Incorporated, City", • CA Senate, • U.S. Congress[5], • Estimate (2016[4]), • Supervisor,GNIS IDs[8][12][13],FIPS code[8][13], • City Admin., • Governing body, • Estimate (2015)[2], • Metro[10],ZIP codes[7],ZIP Codes[9],Area codes[10][11], • Estimate (2015),Formally Incorporated (town), • Town Manager, • Town Clerk, • Councilmember, • Finance Director/ Treasurer, • Common Council[2], • Deputy City Manager, • Estimate (2013)[4], • Manager,FIPS code[3][19][20],GNIS ID[3][19][20], • City administrator, • Estimate (2014)[3], • White, • Asian, • Hispanic, • Black,Bird,Tree,GNIS  feature ID,FIPS code[1][7][25],GNIS ID[1][7][25],Highest elevation[7]
160,Lancaster, United States, California,,,,,,,Council-manager[2],,R. Rex Parris[3],"156,633",94.30 sq mi (244.23 km2),0.26 sq mi (0.68 km2)  0.29%,,,,5th in Los Angeles County31st in California,"1,700.06/sq mi (656.41/km2)",,,,UTC-8 (Pacific),UTC-7 (PDT),,,06-40130,,,,,,,,,,www.cityoflancasterca.org,Los Angeles,,,,,"November 22, 1977[1]",,,,,,,,,,,"1652741, 2411620",,,,,,,,,,,,,,,,  (planned),,,,,,,,"93534–93536, 93539, 93584",,,,, ,,,,,,," (historic, was truncated to Bishop)",,,,,Los Angeles International AirportLAX (Major/International),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160,316",,,,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,359 ft (719 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Lakewood,United States,Colorado,,,,,,,Home Rule Municipality[1],,Adam Paul,,42.87 sq mi (111.04 km2),1.18 sq mi (3.06 km2),"2,814,330 (US: 19th)",,,US: 169th,"3,601.25/sq mi (1,390.44/km2)",,,,UTC-7 (MST),UTC-6 (MDT),,Both 303 and 720,08-43000,0181620,,,,,,,,,City of Lakewood,Jefferson County[1],,,,,1969[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver 80214-80215, 80227, 80226-80228, 80232, 80235-80236Golden 80401Littleton 80123",,,,,,,,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I-70, US 6, US 40, US 285, SH 8, SH 95, SH 121, SH 391, SH 470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,518 ft (1,682 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Clarksville,United States,Tennessee,,,,,,,,,Joe Pitts,"132,929",94.9 sq mi (245.7 km2),0.7 sq mi (1.8 km2),,,,US: 173rd,,,,,UTC−6 (CST),UTC−5 (CDT),,931,47-15160[6],1269467[7],,,,,,,,,cityofclarksville.com,Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476 ft (145 m),,,,,,,37040-37044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Palmdale, United States, California,,,,,,,Council-manager[2],"City council:[2]Steve Hofbauer(mayor),Austin Bishop, Dist-1,Steve Hofbauer, Dist-2,Laura Bettencourt, Dist-3,Juan Carillo, Dist-4",,,105.97 sq mi (274.45 km2),0.24 sq mi (0.63 km2)  0.24%,,,,6th in Los Angeles County33rd in California,"1,486.45/sq mi (573.94/km2)",,,Palmdalite,UTC−8 (Pacific Time Zone),UTC−7 (PDT),,,06-55156,,,,,,,,,,www.cityofpalmdale.org,Los Angeles,,,,,"August 24, 1962[1]",,,,,,,,,,,"1652769, 2411359",,,,,,,"152,750",,,,,,,,,,,,,,,,,,,,," (historic, was truncated to Bishop)", ,,,,,,,,,,,,Los Angeles International AirportLAX (Major/International),1886,,,,,,,,,,,,,,,,,,,,,,,,"157,519",,,,,,,,,,,,,,,,,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,657 ft (810 m)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93550–93552, 93590, 93591, 93599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,"12,828,837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Salinas,United States,California,Northern California,,,,,,Council-Manager,,Joe Gunter[4],,23.61 sq mi (61.15 km2),0.04 sq mi (0.10 km2)  0.16%,,,,1st in Monterey County34th in California157th in the United States,"6,658.96/sq mi (2,570.99/km2)",,,,UTC−8 (Pacific),UTC−7 (PDT),"93901–93902, 93905–93907, 93912, and 93915",,06-64224,,,,,,,,,,www.cityofsalinas.org,Monterey,,,,,"March 4, 1874[3]",,,52 ft (16 m),,,,,,,,"277589, 2411768",,,,,,,"150,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Caballero (D)[5],,,,,,,,,,,,,,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jimmy Panetta (D)[6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Rivas (D)[5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Springfield, United States, Massachusetts,New England,,"Connecticut Colony(1636–1641)Massachusetts Bay Colony (1641–1686, 1689–1691)Dominion of New England (1686–1689)Province of Massachusetts Bay(1691–1776)",,,"Springfield, Essex",Mayor-council city,,Domenic Sarno (D),,31.9 sq mi (82.5 km2),1.2 sq mi (3.1 km2),,,,"165th, U.S. as of 2017[update] incorporated places estimate","4,803/sq mi (1,854.6/km2)",,,Springfieldian[a]Springfielder[13],UTC−5 (Eastern),UTC−4 (Eastern),"01101, 01103–01105, 01107–01109, 01118-01119, 01128–01129, 01151",,25-67000,0609092,,,,,,,,,www.springfield-ma.gov, Hampden,,,,,,,,,,,,,,,,,,,"May 25, 1852",William Pynchon,,,"153,060",,,,,,,,, ,70 ft (21 m),,   ,,,,,,,,,,,Kingdom of EnglandKingdom of Great Britain,,,,,,,,,,,Bradley International Airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$24 billion USD[14],,,,,,,413,,,,,,,,,,,"May 14, 1636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,032","692,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Hollywood,United States,Florida,,,,,,,Commission-manager,,Josh Levy,"140,768",27.27 sq mi (70.64 km2),3.45 sq mi (8.94 km2)  11.23%,,,,,"5,573.00/sq mi (2,151.76/km2)",,,,UTC−5 (EST),UTC−4 (EDT),,"954, 754",12-32000[4],0284176[5],,,,,,,,,www.HollywoodFL.org,Broward,,,,,"November 28, 1925",,,,,,,,,,,,,,,,Patricia Cerny,,,,,,,,,,,,,,,,,9 ft (3 m),,"33004, 33009, 33019-33021, 33023, 33024, 33312, 33314, 33316",,,,,,,,"February 18, 1921",,,,,,Wazir Ishmael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin D. Biederman,,,,,,,"Caryl Shuham, Peter D. Hernandez, Traci L. Callari, Richard S. Blattner, and Linda Sherwood",,,,,,,,,,,,,,,,,,,,,"153,627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Pasadena,United States,Texas,,,,,,,Mayor-Council,,Jeff Wagner,,44.2 sq mi (114.4 km2),0.4 sq mi (0.9 km2),"5,628,101",,,,"3,208/sq mi (1,238.7/km2)",,,,UTC−6 (CST),UTC−5 (CDT),,"713, 281, 346, and 832",48-56000[1],1343631[2],,,,,,,,,ci.pasadena.tx.us,Harris,,,,,"December 22, 1923 and December 26, 1928",,,,,,,,,,,,,,,,,,"149,043",,,,,,,,,,30 ft (9.1 m),,,,,,,"77501-77507, 77059, 77586",,,,,,,,1893,,,,,,,Ornaldo YbarraBruce LeamonPat Van HouteCody Ray WheelerCary BassSammy CasadosDarrell Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Sunnyvale, United States, California,,,,,,,Council-manager[2],,Larry Klein[2],"140,081",21.98 sq mi (56.94 km2),0.70 sq mi (1.82 km2)  3.09%,,,,2nd in Santa Clara County39th in California,"6,949.51/sq mi (2,683.18/km2)",,,,UTC−8 (PST),UTC−7 (PDT),,,06-77000,,,,,,,,,,sunnyvale.ca.gov, Santa Clara,,,,,"December 24, 1912[1]",,,,,,,,,,408/669 and 650,"1656344, 2412009",,,,,,,,,,,,,,,,,,,,,,,,94085–94090,,,,,,,,,,,,,,Kent Steffens[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 ft (38 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russ Melton[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Macon,United States,Georgia,,,,,,,,,Robert Reichert (D),,647 km2 (249.96 sq mi),3.2 km2 (0.5 sq mi),"228,914 (197th)",,,,,,,,UTC−5 (EST),UTC−4 (EDT),31200–31299,478,13-49000[2],0332301[3],,,,,,,,,maconbibb.us,Bibb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420,693 (97th)",,,,116 m (381 ft),Maconites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,663[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Kansas City,United States,Kansas,,,,,,"Kansas City, Missouri",,,David Alvey,"145,786",124.81 sq mi (323.26 km2),3.57 sq mi (9.25 km2),,,,,"1,100/sq mi (440/km2)",,,,UTC−6 (CST),UTC−5 (CDT),,,20-36000[1],,,,,,,,,,wycokck.org,Wyandotte,,,,,"1872, 1886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66101-66113, 66115, 66117-66119, 66160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869 ft (265 m),,,,,,,,,,,,,,,,,,,,,,,,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0478635[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151,709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Pomona, United States, California,,,,1830s[2],,"Pomona, a Roman goddess of fruitful abundance[3]",Council-Manager,,,"149,058",22.95 sq mi (59.45 km2),0.01 sq mi (0.03 km2)  0.05%,,,,7th in Los Angeles County35th in California162nd in the United States,"6,643.75/sq mi (2,565.22/km2)",,,,UTC−8 (Pacific),UTC−7 (PDT),,,06-58072,,,,,,,,,,www.ci.pomona.ca.us, Los Angeles,,,,,"January 6, 1888[2]",,,,,,,,,,,"1661247, 2411454",,,,,,,,,,,,,,,,,,,,,,,,91766–91768,,,,,   ,,,,,,,,,,,,Ontario International AirportONT (Major/International),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850 ft (259 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Escondido, United States of America, California,,,,,,,Council-Manager,,Paul McNamara (D) [2],"143,911",37.07 sq mi (96.01 km2),0.18 sq mi (0.46 km2)  0.48%,,,,4th in San Diego County38th in California,"4,089.91/sq mi (1,579.14/km2)",,,,UTC−8 (Pacific),UTC−7 (PDT),,,06-22804,,,,,,,,,,www.escondido.org, San Diego,,,,,"October 8, 1888 (1888-10-08)[1]",,,,,,,,,,442/760,"1652706, 2410455",,,,,,,,,,,,,,,,,,,,,,,,"92025–92027, 92029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646 ft (197 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
